"Time","Consumption","Location"
"2020-20-07 11:20:12","12.7","f1p21T2t111918"
"2020-20-07 11:20:13","12.7","f1p21T2t111918"
"2020-20-07 11:20:14","12.7","f1p21T2t111918"
"2020-20-07 11:20:15","12.7","f1p21T2t111918"
"2020-20-07 11:20:16","12.7","f1p21T2t111918"
"2020-20-07 11:20:17","12.7","f1p21T2t111918"
"2020-20-07 11:20:18","12.7","f1p21T2t111918"
"2020-20-07 11:20:19","12.7","f1p21T2t111918"
"2020-20-07 11:20:20","11.5","f1p21T2t111918"
"2020-20-07 11:20:21","11.5","f1p21T2t111918"
"2020-20-07 11:20:22","11.5","f1p21T2t111918"
"2020-20-07 11:20:23","11.5","f1p21T2t111918"
"2020-20-07 11:20:24","11.5","f1p21T2t111918"
"2020-20-07 11:20:25","11.5","f1p21T2t111918"
"2020-20-07 11:20:26","11.5","f1p21T2t111918"
"2020-20-07 11:20:27","11.5","f1p21T2t111918"
"2020-20-07 11:20:28","11.5","f1p21T2t111918"
"2020-20-07 11:20:29","11.5","f1p21T2t111918"
"2020-20-07 11:20:30","11.5","f1p21T2t111918"
"2020-20-07 11:20:31","11.5","f1p21T2t111918"
"2020-20-07 11:20:32","11.5","f1p21T2t111918"
"2020-20-07 11:20:33","11.5","f1p21T2t111918"
"2020-20-07 11:20:34","11.5","f1p21T2t111918"
"2020-20-07 11:20:35","11.5","f1p21T2t111918"
"2020-20-07 11:20:36","11.5","f1p21T2t111918"
"2020-20-07 11:20:37","11.5","f1p21T2t111918"
"2020-20-07 11:20:38","11.5","f1p21T2t111918"
"2020-20-07 11:20:39","11.5","f1p21T2t111918"
"2020-20-07 11:20:40","11.5","f1p21T2t111918"
"2020-20-07 11:20:41","11.5","f1p21T2t111918"
"2020-20-07 11:20:42","11.5","f1p21T2t111918"
"2020-20-07 11:20:43","11.5","f1p21T2t111918"
"2020-20-07 11:20:44","11.5","f1p21T2t111918"
"2020-20-07 11:20:45","11.5","f1p21T2t111918"
"2020-20-07 11:20:46","11.5","f1p21T2t111918"
"2020-20-07 11:20:47","11.5","f1p21T2t111918"
"2020-20-07 11:20:48","11.5","f1p21T2t111918"
"2020-20-07 11:20:49","17.9","f1p21T2t111918"
"2020-20-07 11:20:50","17.9","f1p21T2t111918"
"2020-20-07 11:20:51","17.9","f1p21T2t111918"
"2020-20-07 11:20:52","17.9","f1p21T2t111918"
"2020-20-07 11:20:53","17.9","f1p21T2t111918"
"2020-20-07 11:20:54","17.9","f1p21T2t111918"
"2020-20-07 11:20:55","17.9","f1p21T2t111918"
"2020-20-07 11:20:56","17.9","f1p21T2t111918"
"2020-20-07 11:20:57","17.9","f1p21T2t111918"
"2020-20-07 11:20:58","17.9","f1p21T2t111918"
"2020-20-07 11:20:59","17.9","f1p21T2t111918"
"2020-21-07 11:21:00","17.9","f1p21T2t111918"
"2020-21-07 11:21:01","17.9","f1p21T2t111918"
"2020-21-07 11:21:02","17.9","f1p21T2t111918"
"2020-21-07 11:21:03","17.9","f1p21T2t111918"
"2020-21-07 11:21:04","17.9","f1p21T2t111918"
"2020-21-07 11:21:05","17.9","f1p21T2t111918"
"2020-21-07 11:21:06","17.9","f1p21T2t111918"
"2020-21-07 11:21:07","17.9","f1p21T2t111918"
"2020-21-07 11:21:08","17.9","f1p21T2t111918"
"2020-21-07 11:21:09","17.9","f1p21T2t111918"
"2020-21-07 11:21:10","17.9","f1p21T2t111918"
"2020-21-07 11:21:11","17.9","f1p21T2t111918"
"2020-21-07 11:21:12","17.9","f1p21T2t111918"
"2020-21-07 11:21:13","17.9","f1p21T2t111918"
"2020-21-07 11:21:14","17.9","f1p21T2t111918"
"2020-21-07 11:21:15","17.9","f1p21T2t111918"
"2020-21-07 11:21:16","17.9","f1p21T2t111918"
"2020-21-07 11:21:17","17.9","f1p21T2t111918"
"2020-21-07 11:21:18","17.9","f1p21T2t111918"
"2020-21-07 11:21:19","12.5","f1p21T2t111918"
"2020-21-07 11:21:20","12.5","f1p21T2t111918"
"2020-21-07 11:21:21","12.5","f1p21T2t111918"
"2020-21-07 11:21:22","12.5","f1p21T2t111918"
"2020-21-07 11:21:23","12.5","f1p21T2t111918"
"2020-21-07 11:21:24","12.5","f1p21T2t111918"
"2020-21-07 11:21:25","12.5","f1p21T2t111918"
"2020-21-07 11:21:26","12.5","f1p21T2t111918"
"2020-21-07 11:21:27","12.5","f1p21T2t111918"
"2020-21-07 11:21:28","12.5","f1p21T2t111918"
"2020-21-07 11:21:38","12.5","f1p21T2t111918"
"2020-21-07 11:21:39","12.5","f1p21T2t111918"
"2020-21-07 11:21:40","12.5","f1p21T2t111918"
"2020-21-07 11:21:41","12.5","f1p21T2t111918"
"2020-21-07 11:21:42","12.5","f1p21T2t111918"
"2020-21-07 11:21:43","12.5","f1p21T2t111918"
"2020-21-07 11:21:44","12.5","f1p21T2t111918"
"2020-21-07 11:21:45","12.5","f1p21T2t111918"
"2020-21-07 11:21:46","12.5","f1p21T2t111918"
"2020-21-07 11:21:47","12.5","f1p21T2t111918"
"2020-21-07 11:21:48","12.5","f1p21T2t111918"
"2020-21-07 11:21:49","12.5","f1p21T2t111918"
"2020-21-07 11:21:50","18.1","f1p21T2t111918"
"2020-21-07 11:21:51","18.1","f1p21T2t111918"
"2020-21-07 11:21:52","18.1","f1p21T2t111918"
